satisfaction,evaluation,number_of_projects,average_montly_hours,time_spend_company,work_accident,churn,promotion,department,salary
0.51,390.0,five,132.0,6+,yes,no,yes,technical,low
0.96,480.0,three,202.0,6+,no,no,no,technical,low
0.97,840.0,four,177.0,6+,no,no,no,technical,low
0.97,660.0,five,234.0,6+,no,no,no,technical,low
0.71,540.0,four,188.0,6+,no,no,no,technical,low
0.82,490.0,five,203.0,6+,no,no,no,technical,low
0.57,1000.0,four,227.0,10+,no,no,no,technical,low
0.48,930.0,three,150.0,10+,no,no,no,technical,low
0.71,640.0,three,267.0,3+,no,no,no,technical,low
0.63,610.0,five,186.0,10+,no,no,no,technical,low
0.99,840.0,four,142.0,10+,no,no,no,technical,high
0.79,830.0,three,126.0,10+,yes,no,no,support,low
0.65,850.0,four,,10+,no,no,no,support,low
0.7,850.0,four,142.0,2+,no,no,no,support,low
0.99,940.0,four,167.0,4+,no,no,no,support,low
0.65,620.0,four,258.0,2+,no,no,no,support,high
0.92,850.0,three,207.0,2+,no,no,no,support,low
0.24,500.0,four,282.0,4+,yes,no,no,support,low
0.39,890.0,three,188.0,5+,no,no,no,support,low
0.82,850.0,three,214.0,2+,no,no,no,support,high
0.78,890.0,four,272.0,2+,no,no,no,support,low
0.62,790.0,three,259.0,3+,no,no,no,support,medium
0.6,610.0,five,191.0,2+,yes,no,no,technical,high
0.49,570.0,three,192.0,3+,no,no,no,technical,medium
0.82,820.0,three,164.0,3+,no,no,no,technical,high
0.48,810.0,four,149.0,2+,no,no,no,management,medium
0.69,560.0,four,149.0,3+,no,no,no,IT,medium
0.4,890.0,two,165.0,3+,no,no,no,IT,medium
0.72,800.0,three,222.0,3+,no,no,no,IT,medium
0.75,840.0,five,222.0,3+,yes,no,no,IT,medium
0.5,770.0,three,265.0,3+,no,no,no,IT,medium
0.78,500.0,five,247.0,4+,no,no,no,product_mng,medium
0.76,450.0,four,147.0,2+,no,no,no,product_mng,medium
0.94,520.0,three,273.0,3+,no,no,no,product_mng,high
0.24,940.0,six,144.0,4+,no,no,no,product_mng,low
0.99,660.0,three,181.0,2+,no,no,no,IT,medium
0.67,640.0,three,198.0,2+,yes,no,no,management,medium
0.76,570.0,five,255.0,4+,no,no,no,management,medium
0.76,770.0,four,169.0,10+,no,no,no,management,medium
0.55,640.0,four,201.0,10+,yes,no,no,management,medium
0.74,600.0,four,274.0,10+,yes,no,no,management,medium
0.81,850.0,four,134.0,10+,yes,no,no,management,medium
0.98,670.0,three,190.0,10+,no,no,no,IT,medium
0.98,980.0,four,170.0,10+,no,no,no,IT,medium
0.58,910.0,three,154.0,10+,no,no,no,product_mng,high
0.18,750.0,three,142.0,2+,no,no,no,product_mng,low
0.57,670.0,five,235.0,2+,no,no,no,product_mng,low
0.7,620.0,three,110.0,3+,no,no,no,product_mng,low
0.49,770.0,three,211.0,3+,no,no,no,IT,high
0.7,560.0,four,214.0,3+,no,no,yes,management,medium
0.16,930.0,five,210.0,7+,no,no,yes,management,medium
0.58,590.0,three,207.0,7+,no,no,yes,management,medium
0.66,570.0,four,161.0,7+,no,no,yes,management,medium
0.51,550.0,two,102.0,7+,no,no,yes,management,medium
0.48,840.0,four,186.0,7+,no,no,yes,management,medium
0.56,710.0,three,211.0,6+,no,no,yes,marketing,low
0.81,620.0,three,240.0,6+,no,no,yes,sales,low
0.57,700.0,four,237.0,6+,no,no,no,accounting,low
0.66,530.0,three,164.0,6+,no,no,no,support,low
0.22,910.0,six,222.0,8+,no,no,no,technical,low
0.96,710.0,three,205.0,8+,yes,no,no,management,medium
0.87,880.0,four,140.0,8+,no,no,no,marketing,medium
0.61,420.0,two,103.0,8+,no,no,no,marketing,medium
0.66,850.0,three,178.0,8+,yes,no,no,marketing,medium
0.9,510.0,four,137.0,6+,no,no,no,sales,medium
0.64,670.0,three,143.0,6+,no,no,no,sales,medium
0.76,820.0,four,170.0,6+,no,no,no,sales,medium
0.97,410.0,five,135.0,6+,no,no,no,sales,medium
0.69,760.0,three,174.0,6+,no,no,no,,medium
0.98,550.0,three,166.0,6+,yes,no,no,sales,medium
0.18,610.0,five,174.0,6+,no,no,no,sales,medium
0.62,910.0,three,251.0,10+,no,no,no,sales,medium
0.29,370.0,six,187.0,10+,yes,no,no,sales,high
0.87,480.0,five,170.0,3+,no,no,no,sales,low
0.91,640.0,three,241.0,10+,no,no,no,sales,medium
0.53,790.0,three,221.0,10+,yes,no,no,sales,medium
0.69,730.0,four,257.0,10+,yes,no,no,sales,medium
0.14,580.0,four,275.0,10+,no,no,no,sales,medium
0.7,770.0,four,245.0,2+,no,no,no,sales,low
0.77,750.0,six,246.0,6+,no,no,no,sales,low
0.77,760.0,six,263.0,6+,no,no,no,sales,low
0.76,990.0,three,133.0,4+,no,no,no,sales,low
0.66,490.0,four,157.0,3+,no,no,no,sales,low
0.5,950.0,three,198.0,4+,no,no,no,accounting,low
0.57,900.0,five,145.0,3+,no,no,no,accounting,low
0.97,620.0,six,118.0,2+,no,no,no,accounting,low
0.26,990.0,five,184.0,5+,no,no,no,hr,low
0.72,620.0,three,243.0,2+,yes,no,no,hr,low
0.83,930.0,three,247.0,2+,no,no,no,hr,low
0.55,400.0,three,158.0,3+,no,no,no,hr,low
0.77,740.0,five,243.0,2+,no,no,no,technical,low
0.24,630.0,four,203.0,5+,no,no,no,technical,low
0.8,960.0,three,161.0,3+,no,no,no,technical,low
0.5,590.0,four,214.0,3+,yes,no,no,technical,low
0.66,590.0,four,179.0,3+,no,no,no,technical,low
0.66,770.0,four,188.0,2+,no,no,no,technical,low
0.66,810.0,three,174.0,3+,no,no,no,technical,low
0.96,830.0,three,177.0,4+,no,no,no,technical,low
0.75,940.0,five,194.0,4+,no,no,no,technical,low
0.78,770.0,three,244.0,2+,no,no,no,technical,medium
0.57,820.0,four,269.0,2+,no,no,no,technical,medium
0.78,680.0,two,159.0,3+,yes,no,no,support,medium
0.57,880.0,four,140.0,2+,no,no,no,support,medium
0.84,560.0,five,224.0,2+,no,no,no,support,medium
0.23,940.0,five,242.0,4+,no,no,no,support,medium
0.53,370.0,three,180.0,3+,no,no,no,support,medium
0.82,710.0,three,150.0,3+,no,no,no,support,medium
0.59,640.0,five,269.0,3+,no,no,no,support,medium
0.5,520.0,two,178.0,2+,no,no,no,support,medium
1.0,740.0,two,187.0,3+,no,no,no,support,medium
0.94,610.0,three,140.0,2+,no,no,no,support,medium
0.86,610.0,four,193.0,2+,no,no,no,support,high
0.73,490.0,four,243.0,2+,no,no,no,technical,low
0.49,940.0,three,144.0,3+,yes,no,no,technical,medium
0.79,730.0,two,147.0,2+,no,no,no,technical,medium
0.83,500.0,six,165.0,3+,no,no,no,management,medium
0.85,670.0,three,176.0,2+,no,no,no,IT,medium
0.65,370.0,three,170.0,6+,no,no,no,IT,low
0.94,650.0,four,213.0,2+,yes,no,no,IT,low
0.76,810.0,four,242.0,2+,no,no,no,IT,low
0.77,540.0,four,139.0,3+,yes,no,no,IT,low
0.77,910.0,four,239.0,3+,yes,no,no,product_mng,low
0.59,640.0,five,123.0,2+,no,no,no,product_mng,low
0.69,900.0,three,185.0,4+,no,no,no,product_mng,low
0.51,850.0,four,186.0,2+,no,no,no,product_mng,low
0.8,670.0,three,178.0,3+,no,no,no,IT,low
0.98,700.0,three,153.0,10+,no,no,no,management,high
0.69,720.0,four,185.0,10+,yes,no,no,management,high
0.14,760.0,four,142.0,10+,no,no,no,management,high
0.95,900.0,four,221.0,10+,yes,no,no,management,high
0.53,610.0,three,148.0,10+,no,no,no,management,high
0.64,520.0,five,258.0,10+,yes,no,no,management,high
0.51,730.0,four,229.0,3+,no,no,no,sales,low
0.36,730.0,two,111.0,2+,no,no,no,sales,low
0.62,970.0,two,271.0,3+,no,no,no,sales,low
0.98,580.0,four,133.0,3+,no,no,no,sales,low
0.53,700.0,four,223.0,3+,no,no,no,sales,low
0.8,950.0,four,272.0,2+,no,no,no,sales,low
0.73,770.0,three,233.0,3+,no,no,no,sales,medium
0.82,800.0,three,162.0,3+,no,no,no,sales,medium
0.62,750.0,five,165.0,4+,no,no,no,sales,medium
0.87,480.0,five,242.0,3+,no,no,no,sales,medium
0.43,650.0,four,124.0,2+,no,no,no,sales,medium
0.57,600.0,two,163.0,3+,no,no,no,sales,medium
0.91,770.0,three,144.0,3+,no,no,no,sales,medium
0.75,590.0,five,149.0,4+,no,no,no,sales,medium
0.76,800.0,five,217.0,2+,no,no,no,sales,medium
0.85,490.0,four,139.0,2+,no,no,no,sales,medium
0.56,670.0,three,270.0,2+,no,no,no,,medium
0.86,840.0,three,177.0,3+,no,no,no,sales,medium
0.21,430.0,five,175.0,2+,yes,no,no,sales,high
0.94,590.0,three,151.0,2+,no,no,no,sales,low
0.98,740.0,three,185.0,3+,no,no,no,sales,medium
0.42,450.0,three,227.0,3+,no,no,no,sales,medium
0.98,890.0,four,218.0,2+,no,no,no,sales,medium
1.0,930.0,five,167.0,3+,no,no,no,sales,medium
0.95,520.0,three,183.0,2+,yes,no,no,sales,low
0.95,500.0,four,259.0,3+,no,no,no,sales,low
0.68,530.0,three,138.0,2+,yes,no,no,sales,low
0.64,380.0,five,122.0,4+,no,no,no,sales,low
0.24,620.0,six,225.0,6+,no,no,no,sales,low
0.37,,three,121.0,2+,no,no,no,sales,low
0.67,400.0,four,274.0,3+,no,no,no,,low
0.86,890.0,four,153.0,4+,no,no,no,sales,low
0.43,380.0,three,119.0,2+,no,no,no,sales,low
0.67,670.0,four,141.0,2+,yes,no,no,sales,low
0.92,600.0,four,161.0,3+,no,no,no,IT,low
0.43,460.0,two,186.0,2+,no,no,no,product_mng,low
0.52,800.0,three,252.0,4+,no,no,no,product_mng,low
0.16,420.0,three,182.0,3+,yes,no,no,product_mng,low
0.49,600.0,four,264.0,2+,yes,no,no,product_mng,low
0.37,630.0,four,167.0,3+,no,no,no,IT,low
0.98,680.0,five,171.0,3+,no,no,no,management,high
0.33,970.0,five,130.0,4+,no,no,no,management,high
0.14,790.0,five,271.0,4+,no,no,no,management,high
0.54,790.0,five,249.0,3+,yes,no,no,management,high
0.63,480.0,four,180.0,4+,no,no,no,management,high
0.55,690.0,four,220.0,3+,yes,no,no,management,high
0.84,530.0,three,210.0,4+,yes,no,no,marketing,medium
0.51,970.0,four,258.0,2+,no,no,no,sales,medium
0.15,750.0,three,150.0,4+,no,no,yes,accounting,medium
0.97,790.0,five,259.0,3+,no,no,yes,support,medium
0.67,690.0,three,231.0,3+,no,no,yes,technical,medium
0.48,670.0,four,220.0,3+,no,no,yes,management,medium
0.69,580.0,four,149.0,3+,no,no,yes,marketing,medium
0.6,620.0,three,238.0,4+,no,no,yes,marketing,medium
0.82,710.0,two,209.0,5+,no,no,yes,marketing,medium
0.86,950.0,four,149.0,3+,no,no,yes,sales,medium
0.69,590.0,four,264.0,3+,no,no,no,sales,medium
0.87,870.0,five,207.0,2+,no,no,no,sales,high
0.17,780.0,three,239.0,6+,no,no,no,sales,low
0.94,510.0,six,239.0,5+,no,no,no,sales,medium
0.5,1000.0,four,258.0,3+,no,no,no,sales,medium
0.16,720.0,three,203.0,3+,no,no,no,sales,medium
0.89,990.0,two,258.0,3+,no,no,no,sales,medium
0.69,510.0,three,257.0,3+,yes,no,no,IT,low
0.5,510.0,five,134.0,3+,no,no,no,product_mng,low
0.16,460.0,six,240.0,2+,no,no,no,product_mng,low
0.75,990.0,two,237.0,5+,yes,no,no,product_mng,low
0.64,660.0,five,157.0,2+,no,no,no,product_mng,low
0.78,430.0,four,275.0,3+,no,no,no,IT,low
0.81,740.0,two,228.0,3+,no,no,no,management,high
0.55,580.0,three,254.0,2+,no,no,no,management,high
0.53,530.0,four,257.0,2+,no,no,no,management,high
0.69,730.0,three,231.0,2+,yes,no,no,management,high
0.8,530.0,three,217.0,3+,no,no,no,management,high
0.77,980.0,three,286.0,6+,no,no,no,management,high
0.84,800.0,four,236.0,3+,no,no,no,marketing,low
0.64,550.0,four,215.0,2+,no,no,no,sales,low
0.78,570.0,four,157.0,3+,no,no,no,accounting,low
0.67,700.0,three,149.0,3+,no,no,no,support,low
0.81,770.0,three,221.0,2+,no,no,no,technical,low
0.91,820.0,four,238.0,2+,no,no,no,management,low
0.75,890.0,six,250.0,2+,no,no,no,marketing,medium
0.78,960.0,three,202.0,4+,yes,no,no,marketing,medium
0.54,520.0,four,173.0,2+,no,no,no,marketing,medium
0.77,710.0,five,250.0,3+,yes,no,no,sales,medium
0.89,630.0,four,270.0,3+,yes,no,no,sales,medium
0.16,980.0,three,232.0,5+,no,no,no,sales,medium
0.77,990.0,four,260.0,3+,no,no,no,sales,medium
0.69,480.0,five,232.0,4+,no,no,no,sales,medium
0.61,810.0,four,134.0,3+,no,no,no,sales,medium
0.59,810.0,four,189.0,3+,no,no,no,sales,medium
0.58,800.0,four,113.0,3+,no,no,no,IT,medium
0.88,670.0,five,264.0,3+,no,no,no,product_mng,medium
0.51,630.0,five,260.0,2+,no,no,no,product_mng,high
0.31,700.0,three,132.0,3+,no,no,no,product_mng,low
0.52,520.0,four,168.0,3+,no,no,no,product_mng,medium
0.57,460.0,three,186.0,3+,yes,no,no,IT,medium
0.5,770.0,three,267.0,2+,no,no,no,management,high
0.74,630.0,three,180.0,3+,no,no,no,management,high
0.74,770.0,three,211.0,3+,no,no,no,management,high
0.82,510.0,two,268.0,2+,no,no,no,management,high
0.74,710.0,three,206.0,3+,no,no,no,management,high
0.2,590.0,six,113.0,3+,no,no,no,management,high
0.63,480.0,four,179.0,3+,no,no,no,marketing,low
0.19,800.0,six,157.0,6+,yes,no,no,sales,low
0.4,620.0,four,127.0,5+,no,no,no,accounting,low
0.71,370.0,two,179.0,5+,no,no,yes,support,low
0.84,730.0,four,197.0,3+,no,no,yes,technical,low
0.59,840.0,four,251.0,4+,yes,no,yes,management,low
0.57,850.0,four,250.0,3+,yes,no,yes,marketing,low
0.81,610.0,two,176.0,5+,no,no,yes,marketing,low
0.8,700.0,four,246.0,3+,no,no,yes,marketing,low
0.49,660.0,three,155.0,3+,no,no,yes,sales,low
0.55,640.0,three,178.0,2+,no,no,yes,sales,low
0.68,400.0,three,213.0,5+,yes,no,yes,sales,low
0.55,670.0,three,150.0,2+,no,no,yes,sales,low
0.59,620.0,three,166.0,2+,no,no,no,sales,low
0.91,800.0,five,169.0,4+,no,no,no,sales,low
0.48,900.0,four,208.0,3+,no,no,no,sales,low
0.84,660.0,three,209.0,2+,no,no,no,sales,low
0.73,540.0,four,167.0,3+,no,no,no,IT,medium
0.28,590.0,six,281.0,3+,no,no,no,product_mng,medium
0.77,650.0,three,156.0,4+,no,no,no,product_mng,medium
0.67,650.0,three,265.0,3+,no,no,no,product_mng,medium
0.5,530.0,three,142.0,3+,yes,no,no,product_mng,medium
0.32,470.0,three,143.0,4+,no,no,no,IT,medium
0.57,780.0,three,134.0,3+,no,no,no,RandD,medium
0.51,800.0,five,268.0,3+,no,no,no,RandD,medium
0.61,600.0,three,255.0,2+,no,no,no,RandD,medium
0.83,730.0,four,157.0,2+,no,no,no,RandD,medium
0.87,970.0,five,151.0,3+,no,no,no,RandD,medium
0.7,630.0,three,157.0,2+,no,no,no,RandD,medium
0.78,650.0,three,139.0,3+,no,no,no,marketing,high
0.71,530.0,four,196.0,2+,yes,no,no,sales,low
0.68,990.0,three,159.0,2+,no,no,no,accounting,medium
0.75,530.0,four,224.0,4+,yes,no,no,support,medium
0.7,530.0,three,215.0,7+,yes,no,no,technical,medium
0.59,940.0,five,157.0,7+,yes,no,no,management,medium
0.64,870.0,four,157.0,7+,no,no,no,marketing,low
0.61,880.0,five,146.0,7+,yes,no,no,marketing,low
0.77,490.0,two,286.0,7+,no,no,no,marketing,low
0.51,640.0,three,203.0,3+,no,no,no,sales,low
0.49,490.0,three,168.0,7+,no,no,no,sales,low
0.77,750.0,three,170.0,7+,no,no,no,sales,low
0.31,860.0,three,266.0,7+,no,no,no,sales,low
0.54,760.0,three,183.0,3+,no,no,no,sales,low
0.56,660.0,four,264.0,3+,no,no,no,sales,low
0.65,770.0,four,205.0,3+,no,no,no,sales,low
0.49,360.0,two,192.0,3+,no,no,no,sales,low
0.82,790.0,three,176.0,3+,no,no,no,technical,low
0.6,520.0,three,183.0,2+,no,no,no,support,low
0.64,630.0,three,156.0,6+,yes,no,no,support,low
0.7,680.0,three,150.0,3+,no,no,no,support,low
0.65,890.0,four,204.0,8+,yes,no,no,support,low
0.69,780.0,five,131.0,8+,no,no,no,support,low
0.93,740.0,five,248.0,8+,yes,no,no,support,low
0.55,520.0,four,168.0,8+,no,no,no,support,low
0.75,870.0,four,146.0,8+,yes,no,no,support,low
0.47,430.0,four,246.0,3+,no,no,no,support,low
0.72,880.0,five,216.0,10+,yes,no,no,support,medium
0.59,920.0,three,203.0,10+,no,no,no,support,medium
0.98,490.0,three,199.0,10+,no,no,no,technical,medium
0.39,520.0,two,102.0,8+,no,no,no,technical,medium
0.93,870.0,four,139.0,8+,no,no,no,technical,medium
0.71,970.0,five,208.0,8+,yes,no,no,management,medium
0.49,540.0,four,215.0,4+,no,no,no,IT,medium
0.63,930.0,four,233.0,3+,no,no,no,IT,medium
0.45,640.0,three,169.0,10+,no,no,no,IT,medium
0.77,640.0,three,190.0,10+,yes,no,no,IT,medium
0.77,630.0,four,236.0,7+,no,no,no,IT,medium
0.5,920.0,four,266.0,7+,no,no,no,product_mng,medium
0.45,420.0,four,156.0,7+,no,no,no,product_mng,high
0.81,470.0,four,153.0,7+,no,no,no,product_mng,low
0.83,670.0,three,175.0,3+,no,no,no,product_mng,medium
0.47,760.0,six,174.0,10+,no,no,no,IT,medium
0.25,890.0,four,154.0,10+,no,no,no,management,high
0.89,550.0,five,251.0,10+,no,no,no,management,high
0.97,570.0,three,164.0,10+,no,no,no,management,high
0.6,650.0,two,225.0,10+,no,no,no,management,high
0.67,720.0,two,134.0,10+,no,no,no,management,high
0.89,770.0,three,144.0,3+,no,no,no,management,high
0.6,910.0,five,211.0,3+,no,no,no,sales,low
0.64,790.0,four,139.0,3+,no,no,no,sales,low
0.57,660.0,three,268.0,3+,no,no,no,sales,low
0.56,980.0,five,171.0,3+,yes,no,no,sales,low
0.6,900.0,four,260.0,2+,no,no,no,sales,medium
0.17,660.0,six,224.0,3+,no,no,no,sales,medium
0.74,490.0,four,233.0,3+,no,no,no,sales,medium
0.44,410.0,three,125.0,7+,no,no,no,sales,medium
0.51,890.0,four,233.0,7+,no,no,no,sales,medium
0.86,570.0,three,162.0,7+,no,no,no,sales,medium
0.96,480.0,four,198.0,7+,no,no,no,sales,medium
0.87,820.0,four,198.0,7+,no,no,no,sales,medium
0.58,790.0,three,243.0,3+,yes,no,no,sales,medium
0.24,560.0,four,281.0,7+,no,no,no,sales,medium
0.42,800.0,four,259.0,7+,yes,no,no,sales,medium
0.65,940.0,four,184.0,7+,no,no,no,sales,medium
0.73,920.0,six,189.0,3+,yes,no,no,sales,medium
0.63,600.0,four,258.0,3+,no,no,no,sales,medium
0.95,480.0,four,225.0,3+,no,no,no,sales,medium
0.52,830.0,five,145.0,3+,no,no,no,sales,medium
0.96,550.0,three,164.0,3+,no,no,no,sales,medium
0.66,510.0,four,254.0,2+,no,no,no,sales,medium
0.98,440.0,four,154.0,6+,yes,no,no,sales,medium
0.56,790.0,five,248.0,3+,no,no,no,sales,medium
0.97,540.0,three,154.0,8+,yes,no,no,sales,medium
0.72,920.0,three,242.0,8+,no,no,no,sales,medium
0.74,780.0,four,194.0,8+,no,no,no,sales,medium
0.2,600.0,five,261.0,8+,no,no,no,sales,medium
0.73,560.0,three,245.0,8+,no,no,no,sales,medium
0.76,790.0,three,247.0,3+,no,no,no,sales,low
0.65,540.0,four,147.0,10+,no,no,no,sales,low
0.66,500.0,three,139.0,10+,yes,no,no,sales,low
0.96,970.0,six,137.0,10+,no,no,no,sales,low
0.57,550.0,four,177.0,8+,no,no,no,sales,low
0.61,820.0,four,184.0,8+,no,no,no,IT,low
0.57,690.0,three,212.0,8+,no,no,no,product_mng,low
0.59,470.0,three,159.0,4+,no,no,no,product_mng,low
0.92,680.0,four,178.0,3+,no,no,no,product_mng,low
0.79,560.0,three,149.0,10+,no,no,no,product_mng,low
0.95,660.0,four,223.0,10+,no,no,no,IT,low
0.24,810.0,six,263.0,7+,no,no,no,management,high
0.49,520.0,four,161.0,7+,no,no,no,management,high
0.49,680.0,three,192.0,7+,no,no,no,management,high
0.97,510.0,five,215.0,7+,no,no,no,management,high
0.55,780.0,four,261.0,3+,no,no,no,management,high
0.76,560.0,five,222.0,10+,no,no,no,management,high
0.53,990.0,three,223.0,10+,no,no,no,marketing,low
0.51,860.0,three,182.0,10+,no,no,no,sales,low
0.57,930.0,two,204.0,10+,no,no,no,accounting,low
0.58,910.0,three,195.0,10+,no,no,no,support,low
0.6,980.0,four,146.0,10+,no,no,no,technical,low
0.65,740.0,four,233.0,4+,yes,no,no,management,low
0.91,750.0,two,147.0,3+,no,no,no,marketing,low
0.65,550.0,three,156.0,5+,no,no,no,marketing,low
0.18,490.0,three,240.0,2+,yes,no,no,marketing,low
0.66,900.0,four,177.0,7+,no,no,no,sales,low
0.78,800.0,three,135.0,7+,no,no,no,sales,medium
0.82,650.0,five,178.0,7+,yes,no,no,sales,medium
0.54,640.0,three,190.0,7+,no,no,no,sales,medium
0.95,840.0,three,240.0,7+,no,no,no,sales,medium
0.65,850.0,four,172.0,3+,no,no,no,sales,medium
0.83,550.0,three,271.0,7+,no,no,no,sales,medium
0.15,600.0,five,188.0,7+,no,no,no,sales,medium
0.59,590.0,four,197.0,7+,no,no,no,IT,medium
0.99,940.0,five,151.0,3+,no,no,no,product_mng,medium
0.76,720.0,three,263.0,3+,no,no,no,product_mng,medium
0.64,670.0,two,223.0,3+,no,no,no,product_mng,medium
0.95,750.0,four,151.0,3+,no,no,no,product_mng,medium
0.53,660.0,three,191.0,3+,no,no,no,IT,high
0.59,500.0,two,162.0,2+,no,no,no,management,high
0.69,860.0,five,195.0,6+,no,no,no,management,high
0.5,490.0,four,222.0,3+,no,no,no,management,high
0.89,960.0,three,179.0,8+,no,no,no,management,high
0.56,390.0,three,106.0,8+,no,no,no,management,high
0.77,680.0,three,214.0,8+,yes,no,no,management,high
0.15,750.0,three,259.0,8+,yes,no,no,marketing,high
0.88,580.0,three,145.0,8+,no,no,no,sales,low
0.89,860.0,four,153.0,3+,no,no,no,accounting,low
0.65,520.0,two,117.0,10+,yes,no,no,support,low
0.58,990.0,three,207.0,10+,no,no,no,technical,low
0.56,850.0,three,265.0,10+,yes,no,no,management,low
0.25,720.0,five,279.0,8+,no,no,no,marketing,low
0.87,890.0,four,225.0,8+,no,no,no,marketing,low
0.62,400.0,three,158.0,8+,yes,no,no,marketing,low
0.72,750.0,four,211.0,4+,no,no,no,sales,medium
0.49,940.0,four,175.0,3+,no,no,no,sales,medium
0.57,910.0,four,224.0,10+,no,no,no,sales,medium
0.63,650.0,three,190.0,10+,no,no,no,sales,medium
0.91,630.0,five,240.0,7+,no,no,no,sales,medium
0.7,680.0,five,225.0,7+,no,no,no,sales,medium
0.66,950.0,five,192.0,7+,no,no,no,sales,medium
0.77,480.0,five,262.0,7+,no,no,no,IT,medium
0.68,970.0,three,250.0,3+,yes,no,no,product_mng,medium
0.34,460.0,three,155.0,10+,no,no,no,product_mng,medium
0.97,640.0,four,238.0,10+,yes,no,no,product_mng,medium
0.57,750.0,four,249.0,10+,no,no,no,product_mng,medium
0.66,650.0,three,272.0,10+,no,no,no,IT,medium
0.68,670.0,four,162.0,10+,no,no,no,management,high
0.49,780.0,four,254.0,10+,no,no,no,management,high
0.72,660.0,four,184.0,3+,no,no,no,management,high
0.77,890.0,four,269.0,10+,no,no,no,management,high
0.77,730.0,three,201.0,10+,no,no,no,management,high
0.59,730.0,four,247.0,10+,no,no,no,management,high
0.41,670.0,six,221.0,10+,no,no,no,marketing,medium
0.94,640.0,five,247.0,10+,no,no,no,sales,medium
0.91,610.0,four,135.0,10+,no,no,no,accounting,medium
0.7,840.0,three,260.0,4+,yes,no,no,support,medium
0.51,520.0,three,188.0,3+,no,no,no,technical,high
0.22,700.0,four,159.0,5+,no,no,no,management,low
0.69,650.0,three,153.0,2+,no,no,no,marketing,medium
0.2,680.0,five,167.0,7+,no,no,no,marketing,medium
0.9,850.0,three,158.0,7+,no,no,no,marketing,medium
0.76,850.0,three,180.0,7+,no,no,no,sales,medium
0.88,510.0,three,211.0,7+,no,no,no,sales,medium
0.31,630.0,four,104.0,7+,yes,no,no,sales,medium
0.17,660.0,six,174.0,3+,no,no,no,sales,medium
0.91,770.0,three,195.0,7+,no,no,no,sales,medium
0.97,380.0,five,211.0,7+,yes,no,no,sales,medium
0.61,770.0,five,232.0,7+,no,no,no,sales,medium
0.74,670.0,five,216.0,3+,no,no,no,sales,low
0.65,820.0,five,265.0,3+,no,no,no,IT,low
0.87,730.0,five,184.0,3+,no,no,no,product_mng,low
0.56,710.0,five,244.0,3+,no,no,no,product_mng,low
0.78,690.0,four,202.0,3+,no,no,no,product_mng,low
0.73,570.0,three,146.0,2+,no,no,no,product_mng,low
0.66,780.0,four,161.0,6+,no,no,no,IT,low
0.15,810.0,five,280.0,3+,yes,no,no,RandD,high
0.52,690.0,five,208.0,8+,yes,no,no,RandD,low
0.44,660.0,six,134.0,8+,no,no,no,RandD,high
0.7,700.0,three,162.0,8+,no,no,no,RandD,high
0.63,520.0,five,209.0,8+,yes,no,no,RandD,low
0.89,590.0,three,265.0,8+,no,no,no,RandD,low
0.96,850.0,four,173.0,3+,no,no,no,marketing,high
0.98,990.0,four,261.0,10+,yes,no,no,sales,low
0.62,820.0,three,204.0,10+,no,no,no,accounting,medium
0.62,730.0,three,144.0,10+,yes,no,no,support,high
0.69,430.0,five,113.0,8+,no,no,no,technical,medium
0.5,910.0,four,144.0,8+,no,no,no,management,medium
0.71,930.0,five,140.0,8+,no,no,no,marketing,medium
0.5,680.0,three,245.0,4+,no,no,no,marketing,medium
0.93,600.0,three,188.0,3+,no,no,no,marketing,high
0.95,770.0,five,199.0,10+,yes,no,no,sales,medium
0.17,610.0,six,154.0,10+,yes,no,no,sales,medium
0.92,680.0,four,138.0,7+,no,no,no,sales,medium
0.64,480.0,three,147.0,7+,no,no,no,sales,high
0.27,420.0,six,173.0,7+,no,no,no,sales,medium
0.66,870.0,three,223.0,7+,no,no,no,sales,high
